price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age
39990,chevrolet,tahoelssportutility,good,8 cylinders,gas,31992.0,clean,other,1GNSKAKC9JR179028,4wd,SUV,black,3.0
34990,ram,2500,good,8 cylinders,gas,135740.0,clean,automatic,3C6UR5DJ4HG624065,4wd,truck,white,4.0
6995,chevrolet,impala,good,6 cylinders,gas,91080.0,clean,automatic,2G1WT57N191131996,rwd,sedan,grey,12.0
6999,ford,fusion,excellent,4 cylinders,gas,124000.0,clean,automatic,3FA6P0HR2DR223130,fwd,sedan,silver,8.0
17900,nissan,altimasr,excellent,4 cylinders,gas,32000.0,clean,automatic,1N4BL4CV3KC174618,fwd,sedan,grey,2.0
22900,lexus,es350,excellent,6 cylinders,gas,17021.0,rebuilt,automatic,JTHBK1GG0F2154098,fwd,sedan,black,6.0
11995,buick,enclave,excellent,6 cylinders,gas,140506.0,clean,automatic,5GAKVBKD8FJ151324,4wd,wagon,white,6.0
19800,mercedes-benz,eclass,like new,6 cylinders,gas,94127.0,clean,automatic,WDDHF8JB7EB026922,4wd,sedan,white,7.0
17800,buick,encorepremium,excellent,4 cylinders,gas,42232.0,clean,automatic,KL4CJASB4JB512553,fwd,SUV,red,3.0
14488,chevrolet,cruzels,like new,4 cylinders,gas,48772.0,clean,automatic,1G1BC5SM7H7203881,fwd,sedan,black,4.0
21995,toyota,4runner,excellent,6 cylinders,gas,123492.0,clean,automatic,JTEBU5JR0B5048851,4wd,SUV,black,10.0
26590,nissan,frontiercrewcabsv,good,6 cylinders,gas,40176.0,clean,other,1N6DD0ER0JN748682,fwd,pickup,silver,3.0
14999,nissan,rogue,excellent,4 cylinders,gas,91475.0,clean,automatic,5N1AT2MV3FC786134,4wd,SUV,white,6.0
10995,chevrolet,silverado1500crewcab,good,8 cylinders,gas,147824.0,clean,automatic,2GCEK13T041398171,4wd,pickup,grey,17.0
22495,mitsubishi,outlandersel4wd,like new,4 cylinders,gas,48182.0,clean,automatic,JA4AZ3A30LZ019548,4wd,SUV,white,1.0
39990,nissan,370znismocoupe2d,good,6 cylinders,gas,8373.0,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,2.0
21950,ram,3500quadcab,excellent,6 cylinders,diesel,217224.0,clean,automatic,3D7MA48C43G846917,rwd,truck,white,18.0
14600,buick,lacrosse,excellent,6 cylinders,gas,25747.0,clean,automatic,1G4GC5E38CF234602,fwd,sedan,silver,9.0
16995,chevrolet,silverado3500hdwt,good,8 cylinders,gas,186151.0,clean,automatic,1GB3KZCG2CF215244,4wd,pickup,red,9.0
4999,toyota,camry,excellent,4 cylinders,gas,157000.0,clean,automatic,4T1BE32K43U141625,fwd,sedan,white,18.0
7995,toyota,prius,excellent,4 cylinders,hybrid,138450.0,clean,automatic,JTDKN3DUXD5548413,fwd,hatchback,white,8.0
43900,ford,f250superduty,excellent,8 cylinders,gas,24005.0,clean,automatic,1FT7X2B63HEE67869,4wd,truck,white,4.0
7500,jeep,commander,excellent,8 cylinders,gas,196742.0,clean,automatic,1J8HG58236C136852,4wd,SUV,silver,15.0
8995,nissan,altima,excellent,4 cylinders,gas,111360.0,clean,automatic,1N4AL2AP0AC148755,fwd,sedan,blue,11.0
37990,nissan,titanxdcrewcab,good,8 cylinders,diesel,58690.0,clean,other,1N6BA1F49GN514574,4wd,pickup,red,5.0
20990,chevrolet,expresscargovan,good,8 cylinders,diesel,134296.0,clean,automatic,1GCHG35U961223233,rwd,truck,white,15.0
11995,toyota,camry,excellent,4 cylinders,gas,129043.0,clean,automatic,4T1BF1FKXGU124572,fwd,sedan,grey,5.0
19628,subaru,outback,good,4 cylinders,gas,53592.0,clean,automatic,4S4BSAFC4H3394666,4wd,SUV,silver,4.0
37900,chevrolet,silverado1500,excellent,8 cylinders,gas,23000.0,clean,automatic,1GCVKREC7JZ106854,4wd,truck,black,3.0
26995,ford,f150xlt,excellent,8 cylinders,gas,110130.0,clean,automatic,1FTEW1EF7HKD11819,4wd,truck,silver,4.0
15450,toyota,rav4,excellent,4 cylinders,gas,91489.0,clean,automatic,JTMBFREV9DD037711,4wd,SUV,grey,8.0
10950,honda,civic,good,4 cylinders,gas,140891.0,clean,automatic,2HGFG3B01EH525531,fwd,coupe,blue,7.0
10995,nissan,maxima,excellent,6 cylinders,gas,107854.0,clean,automatic,1N4AA5AP4EC465175,fwd,sedan,black,7.0
7995,lincoln,mkt,good,6 cylinders,gas,147677.0,clean,automatic,2LMHJ5AR7BBJ51591,4wd,SUV,black,10.0
36990,gmc,sierra2500hddoublecab,good,8 cylinders,gas,23190.0,clean,other,1GT22REG1GZ401351,4wd,pickup,black,5.0
2400,volvo,xc70,good,5 cylinders,gas,230525.0,clean,automatic,YV1SZ59H941127392,4wd,wagon,blue,17.0
39590,chevrolet,silverado1500ld,good,8 cylinders,gas,23488.0,clean,other,2GCVKPEC2K1203961,4wd,pickup,black,2.0
10988,nissan,frontier,good,6 cylinders,gas,179000.0,clean,automatic,1N6AD0ER0DN738211,rwd,truck,silver,8.0
21990,gmc,sierra1500slt4x4,excellent,8 cylinders,gas,104148.0,clean,automatic,3GTP2WE32BG190722,4wd,truck,silver,10.0
28250,lexus,es,excellent,6 cylinders,gas,35632.0,clean,automatic,58ABK1GG0HU064561,fwd,sedan,black,4.0
16995,cadillac,srx,excellent,6 cylinders,gas,93898.0,clean,automatic,3GYFNGE31ES662171,4wd,SUV,black,7.0
33590,jeep,wranglerunlimitedsport,good,6 cylinders,gas,37919.0,clean,other,1C4BJWDG7HL689576,4wd,SUV,black,4.0
7995,toyota,rav4,excellent,4 cylinders,gas,134784.0,clean,automatic,JTMBD31VX75073611,4wd,SUV,silver,14.0
5990,honda,crv,excellent,4 cylinders,gas,149296.0,clean,automatic,SHSRD78823U137602,fwd,SUV,silver,18.0
11900,toyota,sienna,excellent,6 cylinders,gas,115501.0,clean,automatic,5TDJK3DC1BS018821,4wd,wagon,grey,10.0
32990,ford,mustanggtcoupe2d,good,8 cylinders,gas,20832.0,clean,other,1FA6P8CF4F5370910,rwd,coupe,silver,6.0
11950,bmw,328inavsportpkg,excellent,6 cylinders,gas,85798.0,clean,automatic,WBA3A5G53DNP22576,rwd,sedan,blue,8.0
34990,ram,1500quadcabbighorn,good,6 cylinders,other,22064.0,clean,other,1C6RR7GG0JS247282,4wd,pickup,silver,3.0
19995,ford,expedition,excellent,8 cylinders,gas,29919.0,clean,automatic,1FMJK1G56AEA99347,4wd,SUV,white,11.0
26995,chevrolet,corvette,good,8 cylinders,gas,33204.0,clean,automatic,1G1YY25U275110864,rwd,coupe,black,14.0
36590,buick,enclaveessencesport,good,6 cylinders,gas,3993.0,clean,other,5GAERBKW4LJ317921,fwd,other,white,1.0
15900,nissan,frontiercrewcable,excellent,6 cylinders,gas,126302.0,clean,automatic,1N6AD0ER1AC406690,rwd,truck,grey,11.0
18950,dodge,charger,excellent,6 cylinders,gas,87883.0,clean,automatic,2C3CDXFG7FH827842,4wd,sedan,grey,6.0
32590,ford,explorerxltsportutility,good,6 cylinders,gas,15935.0,clean,other,1FM5K7D80KGA60682,fwd,other,white,2.0
6900,ford,escape,excellent,4 cylinders,gas,112000.0,clean,automatic,1FMCU9D76BKB91634,4wd,SUV,red,10.0
5995,volkswagen,passat,excellent,4 cylinders,gas,77194.0,clean,automatic,WVWPD63B82P174590,fwd,sedan,blue,19.0
17500,ford,transit,good,6 cylinders,gas,103703.0,clean,automatic,1FTNE2YM5FKB33411,rwd,van,black,6.0
17900,nissan,rogueslawdpremium,like new,4 cylinders,gas,77179.0,clean,automatic,5N1AT2MV7GC825602,4wd,SUV,grey,5.0
4990,pontiac,g6,good,4 cylinders,gas,164825.0,clean,automatic,1G2ZF55B664205714,fwd,sedan,red,15.0
26590,kia,k900premiumsedan4d,good,6 cylinders,gas,24667.0,clean,other,KNALT4D31H6035524,rwd,sedan,black,4.0
11295,nissan,rogue,excellent,4 cylinders,gas,57712.0,clean,automatic,JN8AS5MV3CW389286,4wd,SUV,red,9.0
39990,ford,mustanggtcoupe2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,coupe,blue,1.0
4888,hyundai,elantraglssedan,fair,4 cylinders,gas,161199.0,clean,automatic,KMHDU46D49U630662,fwd,sedan,red,12.0
4500,honda,element,excellent,4 cylinders,gas,182365.0,clean,automatic,5J6YH18947L002700,fwd,SUV,grey,14.0
17995,toyota,venza,excellent,6 cylinders,gas,55894.0,clean,automatic,4T3ZK3BB0FU071592,fwd,wagon,white,6.0
14000,toyota,tacomatrd,excellent,6 cylinders,gas,113217.0,clean,automatic,5TEUU42NX8Z588622,4wd,truck,black,13.0
19588,nissan,roguesv,good,4 cylinders,gas,62247.0,clean,automatic,KNMAT2MT4KP516531,fwd,other,white,2.0
14900,toyota,rav4,excellent,4 cylinders,gas,93000.0,lien,automatic,2T3DFREV1DW078099,4wd,SUV,green,8.0
9450,volkswagen,passat,excellent,4 cylinders,diesel,125490.0,clean,automatic,1VWBV7A30FC038568,fwd,sedan,white,6.0
2450,saturn,astra,good,4 cylinders,gas,126000.0,clean,automatic,W08AT671085086771,fwd,hatchback,grey,13.0
36590,buick,enclaveessencesport,good,6 cylinders,gas,3993.0,clean,other,5GAERBKW4LJ317921,fwd,other,white,1.0
11950,subaru,outback,excellent,4 cylinders,gas,123723.0,rebuilt,automatic,4S4BRBAC0E3268440,4wd,wagon,blue,7.0
37900,chevrolet,silverado1500,excellent,8 cylinders,gas,23000.0,clean,automatic,1GCVKREC7JZ106854,4wd,truck,black,3.0
7500,honda,crvexl,excellent,4 cylinders,gas,165772.0,clean,automatic,JHLRE38737C042962,fwd,SUV,blue,14.0
6900,toyota,camry,good,4 cylinders,gas,150568.0,clean,automatic,4T4BE46K39R099446,fwd,sedan,white,12.0
7499,honda,accordlxpsedan,excellent,4 cylinders,gas,123043.0,clean,automatic,1HGCP26428A166087,fwd,sedan,grey,13.0
8995,mitsubishi,lanceres,excellent,4 cylinders,gas,103000.0,clean,automatic,JA32U2FU0HU008038,fwd,sedan,white,4.0
32990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,30041.0,clean,other,1C4BJWDG5HL705371,4wd,other,silver,4.0
4650,volvo,s40,good,5 cylinders,gas,151200.0,clean,automatic,YV1MS682962156825,fwd,sedan,silver,15.0
23999,nissan,roguesv,like new,4 cylinders,gas,42056.0,clean,automatic,5N1AT2MVXHC836871,4wd,SUV,silver,4.0
7750,chevrolet,coloradolt,good,6 cylinders,gas,162000.0,clean,automatic,1GCCS13E198100529,rwd,pickup,black,12.0
26990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,59073.0,clean,other,1C4BJWDG7EL231757,4wd,SUV,black,7.0
3999,mercury,grandmarquis,excellent,8 cylinders,gas,119000.0,clean,automatic,2MEFM74W13X653401,rwd,sedan,silver,18.0
4995,ford,crownvictoria,good,8 cylinders,gas,112000.0,clean,automatic,2FABP7BV9BX180921,rwd,sedan,custom,10.0
10995,mercedes-benz,sclass,excellent,8 cylinders,gas,82008.0,clean,automatic,WDBNG83J15A455931,4wd,sedan,grey,16.0
26990,infiniti,q5030tluxesedan4d,good,6 cylinders,gas,20193.0,clean,other,JN1EV7AP8JM351554,rwd,sedan,black,3.0
10900,honda,fit,good,4 cylinders,gas,48831.0,clean,manual,JHMGE8G35BC007444,fwd,hatchback,grey,10.0
8950,chevrolet,cruzelt,excellent,4 cylinders,gas,37000.0,rebuilt,automatic,1G1PC5SB7F7212758,fwd,sedan,grey,6.0
11995,chevrolet,camaro,like new,6 cylinders,gas,105880.0,clean,automatic,2G1FB1EV2A9112457,rwd,coupe,grey,11.0
19999,gmc,sierra1500,excellent,8 cylinders,gas,60822.0,clean,automatic,3GTRKVE35AG114526,4wd,pickup,grey,11.0
13599,ford,ranger,excellent,6 cylinders,gas,56621.0,clean,automatic,1FTYR10U61PA73092,rwd,truck,white,20.0
10950,lexus,rx350,good,6 cylinders,gas,156748.0,clean,automatic,2T2HK31U79C135328,4wd,SUV,silver,12.0
10995,chevrolet,traverse,good,6 cylinders,gas,110082.0,clean,automatic,1GNKRGED9BJ167108,rwd,SUV,custom,10.0
11900,nissan,sentra,excellent,4 cylinders,gas,77256.0,clean,automatic,3N1AB7APXGY309724,fwd,sedan,black,5.0
7500,ford,mustanggtpremium2008,excellent,8 cylinders,gas,126000.0,clean,automatic,1ZVHT82H185137651,rwd,coupe,red,13.0
25990,jeep,wranglerunlimitedsahara,good,6 cylinders,gas,83995.0,clean,other,1C4BJWEG2CL120352,4wd,other,silver,9.0
6500,toyota,4runner,fair,6 cylinders,gas,230281.0,clean,automatic,JTEZU14R878084277,rwd,SUV,grey,14.0
3250,dodge,durangost,excellent,8 cylinders,gas,180321.0,clean,automatic,1D4HB38N55F609266,4wd,SUV,blue,16.0
8995,gmc,sierra,excellent,8 cylinders,gas,213380.0,clean,automatic,1G4HE57Y67U179477,rwd,truck,white,16.0
6500,toyota,avalontouring,good,other,gas,185000.0,clean,automatic,4T1BK36B98U285746,rwd,sedan,grey,13.0
9343,gmc,sierra1500,excellent,8 cylinders,gas,170988.0,clean,automatic,1GTEK19T24E285845,4wd,truck,red,17.0
2000,honda,civiclx,fair,4 cylinders,gas,211926.0,clean,automatic,1HGEM22551L084459,fwd,coupe,white,20.0
4999,honda,accordex,excellent,6 cylinders,gas,173557.0,clean,automatic,1HGCG165X2A009188,fwd,sedan,silver,19.0
4950,dodge,charger,excellent,6 cylinders,gas,208311.0,clean,automatic,2B3KA33G18H188195,rwd,sedan,white,13.0
39590,jeep,wranglerunlimitedallnew,good,6 cylinders,gas,21893.0,clean,other,1C4HJXEGXJW175675,4wd,SUV,silver,3.0
28000,ford,f150,excellent,8 cylinders,gas,101815.0,clean,automatic,1FTEW1EF5GFC19437,4wd,truck,white,5.0
30901,chevrolet,silverado1500,excellent,8 cylinders,gas,48481.0,clean,automatic,1GCVKREC4GZ412211,4wd,truck,white,5.0
32990,acura,tlx35wtechnologypkg,good,6 cylinders,gas,28733.0,clean,other,19UUB2F66KA004328,fwd,sedan,black,2.0
3250,honda,odysseyexl,good,6 cylinders,gas,205962.0,clean,automatic,5FNRL38709B018031,fwd,van,silver,12.0
19980,chevrolet,1500silverado,excellent,8 cylinders,gas,97286.0,clean,automatic,3GCPKPEA2CG220839,4wd,pickup,silver,9.0
34990,ram,2500,good,8 cylinders,gas,135740.0,clean,automatic,3C6UR5DJ4HG624065,4wd,truck,white,4.0
35590,ram,1500crewcabbighorn,good,8 cylinders,gas,22401.0,clean,other,1C6RR7LT4HS667558,4wd,pickup,blue,4.0
9800,honda,pilotawd,good,6 cylinders,gas,127606.0,clean,automatic,2HNYD28397H513636,4wd,SUV,silver,14.0
8500,volkswagen,tiguanse,excellent,4 cylinders,gas,96109.0,clean,automatic,WVGAV7AX3CW514982,fwd,SUV,blue,9.0
14995,nissan,pathfinder,excellent,6 cylinders,gas,74685.0,clean,automatic,5N1AR2MN3GC646696,fwd,SUV,silver,5.0
3200,buick,lesabrelimited,excellent,6 cylinders,gas,143000.0,clean,automatic,1G4HR54KX2U283547,fwd,sedan,silver,19.0
9915,dodge,journey,excellent,6 cylinders,gas,100082.0,clean,automatic,3D4GH67V79T247725,4wd,wagon,black,12.0
16990,ford,f3504x2regcab,excellent,8 cylinders,gas,68060.0,clean,automatic,1FDRF3A62DEB92701,rwd,pickup,white,8.0
13325,kia,sorento,good,4 cylinders,gas,139703.0,clean,automatic,5XYPG4A38GG081277,fwd,SUV,silver,5.0
48995,audi,q7sepremiumplus,excellent,6 cylinders,gas,19449.0,clean,automatic,WA1LAAF74KD044108,4wd,SUV,grey,2.0
46990,chevrolet,corvettestingray,good,8 cylinders,gas,16966.0,clean,other,1G1YA3D74E5119018,rwd,other,white,7.0
23495,ford,f150xlt4x4,like new,8 cylinders,gas,146795.0,clean,automatic,1FTFX1EF5FFC24427,4wd,truck,black,6.0
54990,chevrolet,tahoeltsportutility,good,8 cylinders,other,7397.0,clean,other,1GNSKBKC4LR240116,4wd,SUV,black,1.0
34990,mercedes-benz,eclass,like new,6 cylinders,gas,21373.0,clean,automatic,WDDKK5KF1EF281172,rwd,convertible,white,7.0
11995,ford,flexlimitedawd,excellent,6 cylinders,gas,118059.0,clean,automatic,2FMHK6DC9CBD02020,4wd,SUV,black,9.0
8900,subaru,outback,excellent,6 cylinders,gas,150563.0,clean,automatic,4S4BP86C184331738,4wd,SUV,custom,13.0
15499,honda,fit,good,4 cylinders,gas,73739.0,clean,automatic,JHMGK5H54GX013551,fwd,hatchback,red,5.0
6199,honda,accord,good,4 cylinders,gas,110000.0,clean,automatic,1HGCP26709A154337,fwd,sedan,grey,12.0
13901,lexus,es350,excellent,6 cylinders,gas,85552.0,clean,automatic,JTHBJ46G292335178,fwd,sedan,black,12.0
74977,ford,f350superdutycrewcab,excellent,8 cylinders,diesel,61718.0,clean,automatic,1FT8W3BT7HEB15882,4wd,pickup,black,4.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0
24500,toyota,priusprimeadvanced,excellent,4 cylinders,hybrid,26500.0,clean,automatic,JTDKARFP4J3073063,fwd,hatchback,grey,3.0
30990,infiniti,q50hybridluxesedan,good,6 cylinders,gas,8084.0,clean,other,JN1AV7AP2JM160050,rwd,sedan,blue,3.0
6350,mazda,tribute,excellent,4 cylinders,gas,101482.0,clean,automatic,4F2YZ02Z16KM30282,fwd,SUV,grey,15.0
23990,lincoln,navigatorsportutility,good,8 cylinders,gas,63065.0,clean,other,5LMJJ2J54DEL09382,4wd,other,black,8.0
11999,jeep,liberty,excellent,6 cylinders,gas,99881.0,clean,automatic,1C4PJMAK6CW197048,4wd,SUV,black,9.0
13999,chevrolet,equinoxls,good,4 cylinders,gas,93672.0,clean,automatic,2GNFLEEK1G6155349,4wd,SUV,white,5.0
38990,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,20676.0,clean,other,1C4BJWFG3HL547853,4wd,other,red,4.0
35990,chevrolet,silverado1500double,good,8 cylinders,gas,28338.0,clean,other,1GCRYDED0LZ146269,4wd,pickup,red,1.0
18997,honda,crv,good,4 cylinders,gas,84351.0,clean,automatic,3CZRM3H52FG703269,fwd,SUV,custom,6.0
26590,kia,k900premiumsedan4d,good,6 cylinders,gas,34618.0,clean,other,KNALT4D37H6035236,rwd,sedan,silver,4.0
12500,chevrolet,equinox,excellent,4 cylinders,gas,77000.0,rebuilt,automatic,2GNALBEK2F6303953,fwd,SUV,blue,6.0
12699,jeep,grandcherokee,excellent,8 cylinders,gas,133487.0,clean,automatic,1C4RJEAT3CC278310,rwd,SUV,black,9.0
8495,volkswagen,beetle,good,4 cylinders,gas,119821.0,clean,automatic,3VWV67AT0CM641587,rwd,hatchback,black,9.0
4300,toyota,highlandersport,good,6 cylinders,gas,251250.0,clean,automatic,JTEGF21A020068197,rwd,SUV,silver,19.0
14995,nissan,sentra,excellent,4 cylinders,gas,7480.0,clean,automatic,3N1AB7AP8KY437131,fwd,sedan,silver,2.0
18990,ford,f250superduty,excellent,8 cylinders,diesel,136706.0,clean,automatic,1FTSX21R58EC49664,4wd,truck,black,13.0
15200,mazda,6igrandtouring,excellent,4 cylinders,gas,88300.0,clean,automatic,JM1GJ1W53F1198791,fwd,sedan,grey,6.0
28995,mercedes-benz,glclass,excellent,8 cylinders,gas,118492.0,clean,automatic,4JGDF7DE3FA464817,4wd,SUV,white,6.0
14995,jeep,compasslatitude,excellent,4 cylinders,gas,41000.0,clean,automatic,1C4NJDEB2FD370808,4wd,SUV,silver,6.0
22995,chevrolet,express,good,10 cylinders,gas,171014.0,clean,other,1GB0G2CF4F1233913,rwd,truck,white,6.0
5000,honda,odyssey,good,6 cylinders,gas,197012.0,clean,automatic,5FNRL38468B105839,fwd,mini-van,silver,13.0
18346,honda,accordsport,excellent,4 cylinders,gas,28237.0,clean,automatic,1HGCR2F56DA280140,fwd,sedan,silver,8.0
13950,dodge,journeysxt,excellent,4 cylinders,gas,42000.0,rebuilt,automatic,3C4PDCAB8JT310731,fwd,SUV,red,3.0
24500,ford,f550,excellent,8 cylinders,diesel,147000.0,clean,automatic,1FDAF56PX5ED24552,rwd,truck,white,15.0
37990,ford,mustanggtcoupe2d,good,8 cylinders,gas,337.0,clean,other,1FA6P8CF8K5199377,rwd,coupe,black,2.0
33644,toyota,siennaxle,excellent,6 cylinders,gas,22348.0,clean,automatic,5TDYK3DC6ES495201,rwd,van,red,7.0
29990,gmc,sierra1500doublecab,good,6 cylinders,gas,42031.0,clean,other,1GTV2LEH5GZ237007,4wd,pickup,black,5.0
18995,ford,escape,excellent,4 cylinders,gas,47194.0,clean,automatic,1FMCU9GD0HUE95833,4wd,SUV,silver,4.0
6995,dodge,grandcaravansxt,excellent,6 cylinders,gas,141212.0,clean,automatic,2C4RDGCG5DR502933,fwd,mini-van,brown,8.0
10995,lexus,rx350,excellent,6 cylinders,gas,135329.0,clean,automatic,2T2HK31U18C051181,4wd,SUV,black,13.0
13995,chevrolet,silverado1500,good,8 cylinders,gas,149170.0,clean,automatic,1GCRKSE37BZ360333,4wd,truck,blue,10.0
17995,chevrolet,expresscargovan,good,8 cylinders,other,86610.0,clean,automatic,1GCWGFCA6D1150885,rwd,van,white,8.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0
36590,chevrolet,coloradocrewcabz71,good,6 cylinders,gas,28249.0,clean,other,1GCGTDEN8K1275615,4wd,pickup,blue,2.0
28590,jeep,grandcherokeelaredosport,good,6 cylinders,gas,22898.0,clean,other,1C4RJFAG2JC333416,4wd,other,black,3.0
3995,chrysler,sebring,good,4 cylinders,gas,126839.0,clean,automatic,1C3LC66K37N551654,fwd,sedan,silver,14.0
40990,jeep,wranglerunlimitedallnew,good,6 cylinders,gas,27605.0,clean,other,1C4HJXEG8JW115524,4wd,SUV,white,3.0
24990,mitsubishi,fusofe,good,4 cylinders,diesel,117851.0,clean,automatic,JL6CRK1A0EK003991,rwd,truck,white,7.0
9500,ford,taurussel,like new,6 cylinders,gas,18369.0,clean,automatic,1FAHP24W98G145667,fwd,sedan,blue,13.0
1500,toyota,rav4sportutility,good,4 cylinders,gas,175000.0,clean,automatic,JTMZD33V075072110,fwd,SUV,blue,14.0
8950,dodge,journey,good,6 cylinders,gas,0.0,clean,automatic,3C4PDCBG5FT682318,fwd,other,black,6.0
6992,infiniti,g37,excellent,6 cylinders,gas,131212.0,clean,automatic,JNKCV61E69M306006,rwd,sedan,grey,12.0
5495,chevrolet,cobalt,like new,4 cylinders,gas,55838.0,clean,automatic,1G1AK52F457542769,fwd,sedan,white,16.0
4495,chevrolet,impala,good,6 cylinders,gas,149306.0,clean,automatic,2G1WB55KX79134406,fwd,sedan,silver,14.0
11000,subaru,forester,excellent,4 cylinders,gas,53679.0,clean,automatic,JF2SH61629H775505,4wd,wagon,silver,12.0
5555,saturn,auraxe,excellent,6 cylinders,gas,129000.0,clean,automatic,1G8ZS57N67F178402,fwd,truck,brown,14.0
6200,toyota,sienna,excellent,6 cylinders,gas,178135.0,clean,automatic,5TDBA22C44S010364,4wd,mini-van,silver,17.0
14999,dodge,charger,good,8 cylinders,gas,112124.0,clean,automatic,2C3CDXKT5GH271129,4wd,sedan,blue,5.0
6850,honda,crvexl,good,4 cylinders,gas,155425.0,clean,automatic,JHLRE38737C045067,fwd,SUV,red,14.0
18888,gmc,savanacargovan,good,8 cylinders,gas,96636.0,clean,automatic,1GTFH154991180493,4wd,van,white,12.0
115000,bmw,850i,like new,8 cylinders,gas,3800.0,clean,automatic,WBABC4C51KBU96459,4wd,coupe,blue,2.0
5449,ford,mustang,like new,6 cylinders,gas,69498.0,clean,automatic,1GNLVEED8AS137045,rwd,coupe,red,17.0
16599,jeep,wranglerunlimited,like new,6 cylinders,gas,132783.0,clean,automatic,1C4BJWDG9CL236665,4wd,SUV,white,9.0
33990,chevrolet,silverado1500regular,good,6 cylinders,gas,6299.0,clean,other,3GCNYAEH4KG248706,4wd,pickup,white,2.0
36990,toyota,4runnersr5sportutility,good,6 cylinders,gas,21415.0,clean,other,JTEBU5JR4J5589139,4wd,other,silver,3.0
14990,ford,explorer,excellent,6 cylinders,gas,114235.0,clean,automatic,1FM5K8D88DGA03591,4wd,SUV,blue,8.0
12995,mercedes-benz,slclasssl500,excellent,8 cylinders,gas,84322.0,rebuilt,automatic,WDBSK75FX4F069658,rwd,sedan,white,17.0
17998,honda,civicsporttouring,excellent,4 cylinders,gas,40415.0,salvage,automatic,SHHFK7H9XHU230835,fwd,hatchback,white,4.0
6000,toyota,camryse,good,4 cylinders,gas,211457.0,clean,automatic,4T1BE46KX8U234463,fwd,sedan,red,13.0
7900,cadillac,escaladeand,excellent,8 cylinders,gas,191788.0,clean,automatic,1GYEK63N16R121550,4wd,SUV,white,15.0
25900,toyota,4runner,excellent,6 cylinders,gas,79501.0,clean,automatic,JTEBU5JR1F5207673,4wd,SUV,black,6.0
8995,lincoln,6drtowncarlimo,excellent,8 cylinders,gas,38615.0,clean,automatic,2L1FM88W39X603428,rwd,other,black,12.0
20995,cadillac,xts,excellent,6 cylinders,gas,75282.0,clean,automatic,2G61R5S34E9198614,4wd,sedan,white,7.0
36590,buick,enclaveessencesport,good,6 cylinders,gas,3993.0,clean,other,5GAERBKW4LJ317921,fwd,other,white,1.0
34590,chevrolet,corvettecoupe2d,good,8 cylinders,gas,20182.0,clean,other,1G1YF2DWXA5104665,rwd,coupe,red,11.0
37990,chevrolet,corvettegrandsport,good,8 cylinders,other,56302.0,clean,other,1G1YS3DW5A5103103,rwd,other,red,11.0
27500,mitsubishi,fusofe160,excellent,4 cylinders,diesel,99989.0,clean,automatic,JL6BNG1A8CK002847,rwd,truck,white,9.0
15900,ford,f150,excellent,6 cylinders,gas,129043.0,clean,automatic,1FTNF1ET3DKD55185,4wd,pickup,white,8.0
8900,volvo,s60t5,excellent,5 cylinders,gas,82000.0,clean,automatic,YV1622FS2C2131474,fwd,sedan,red,9.0
6960,ford,focussehatchback,like new,4 cylinders,gas,95000.0,clean,manual,1FADP3K2XDL312012,fwd,hatchback,white,8.0
25590,lexus,gs350sedan4d,good,6 cylinders,gas,54047.0,clean,other,JTHBE1BLXFA005893,rwd,sedan,white,6.0
35590,ram,1500crewcabbighorn,good,8 cylinders,gas,22401.0,clean,other,1C6RR7LT4HS667558,4wd,pickup,blue,4.0
69900,gmc,sierra2500hd,excellent,8 cylinders,diesel,55900.0,clean,automatic,1GT12SEY5KF139050,4wd,pickup,black,2.0
2500,chevrolet,impalalt,good,6 cylinders,gas,170000.0,clean,automatic,2G1WB5EK6A1119407,fwd,sedan,silver,11.0
6990,mini,cooper,like new,4 cylinders,gas,100300.0,clean,manual,WMWRC33506TK64895,fwd,hatchback,purple,15.0
7500,nissan,altima,excellent,4 cylinders,gas,97000.0,rebuilt,manual,3HGGK5G59HM700505,fwd,hatchback,silver,4.0
6500,ford,explorersporttrac,excellent,6 cylinders,gas,177316.0,clean,automatic,1FMEU31E78UB34624,rwd,SUV,black,13.0
14995,dodge,grandcaravansxt,like new,6 cylinders,gas,76072.0,clean,automatic,2C4RDGCG5FR527060,fwd,mini-van,brown,6.0
8796,ford,fusion,good,6 cylinders,gas,67839.0,clean,automatic,3FAHP0CG7CR324726,fwd,sedan,custom,9.0
2400,dodge,durangosxt,good,8 cylinders,gas,207500.0,clean,automatic,1D4HB38N56F106953,4wd,SUV,red,15.0
16950,chevrolet,expresspassenger,good,8 cylinders,gas,139388.0,clean,automatic,1GAZG1FF7F1124279,rwd,van,white,6.0
