price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age,estimate_msrp
9999,ford,f150,excellent,8 cylinders,gas,254252.0,clean,automatic,1FTPW14504KB92944,4wd,pickup,black,17.0,29000.0
26750,bmw,x5,excellent,8 cylinders,gas,86288.0,clean,automatic,5UXKR6C53F0J75570,4wd,SUV,blue,6.0,76900.0
24395,toyota,highlanderle,like new,6 cylinders,gas,13065.0,clean,automatic,5TDZKRFH5GS184362,fwd,SUV,grey,5.0,30990.0
18988,dodge,ram1500,excellent,8 cylinders,gas,100348.0,clean,automatic,1C6RD7GP5CS102305,4wd,truck,silver,9.0,32000.0
48900,ford,superdutyf250srw,excellent,8 cylinders,diesel,134000.0,clean,automatic,1FT7W2BT4FEA02443,4wd,truck,white,6.0,57000.0
37590,infiniti,qx80limitedsport,good,8 cylinders,gas,60560.0,clean,automatic,JN8AZ2NE9H9151571,4wd,other,white,4.0,67500.0
12999,ford,f150xl,excellent,6 cylinders,gas,116185.0,clean,automatic,1FTMF1CM0CKD41380,rwd,pickup,red,9.0,25000.0
9300,ford,expeditionxlt,excellent,8 cylinders,gas,178760.0,clean,automatic,1FMPU16595LA92724,4wd,SUV,black,16.0,43000.0
4999,ford,f150,good,8 cylinders,gas,152415.0,clean,automatic,1FTRF12W37KA95360,rwd,truck,white,14.0,24100.0
25990,gmc,acadiaslt2sportutility,good,6 cylinders,gas,70640.0,clean,other,1GKKNNLS8KZ159484,fwd,SUV,white,2.0,38400.0
45300,ram,3500bighorn,excellent,6 cylinders,diesel,34125.0,rebuilt,automatic,3C63R3LL4JG236634,4wd,truck,black,3.0,48600.0
22506,ram,1500,excellent,8 cylinders,gas,75884.0,clean,automatic,1C6RR7FT3ES427053,4wd,truck,white,7.0,38500.0
10995,ford,thunderbird,good,8 cylinders,gas,83130.0,clean,automatic,1FAHP60AX2Y112552,rwd,convertible,black,19.0,33500.0
5995,hyundai,tucsonlimited,good,6 cylinders,gas,114000.0,clean,automatic,KM8JN72D27U624976,4wd,SUV,green,14.0,21800.0
24590,lexus,is350sedan4d,good,6 cylinders,gas,60987.0,clean,other,JTHBE1D28E5001806,rwd,sedan,black,7.0,39900.0
45590,acura,mdxadvancepkgsport,good,6 cylinders,gas,3687.0,clean,other,5J8YD3H8XLL007383,fwd,SUV,white,1.0,49300.0
15950,ford,transitconnectxlt,good,4 cylinders,gas,111305.0,clean,automatic,NM0LS7F71F1211163,fwd,van,white,6.0,26300.0
31990,ford,superdutyf550drw,good,8 cylinders,diesel,59429.0,clean,automatic,1FDAW57P46ED02529,4wd,truck,red,15.0,55400.0
7995,kia,soul,good,4 cylinders,gas,93629.0,clean,automatic,KNDJT2A68D7557956,fwd,SUV,silver,8.0,16500.0
37990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,9704.0,clean,other,1G1FF1R79G0140582,rwd,coupe,red,5.0,38500.0
5500,ford,escapelimited,excellent,6 cylinders,gas,155000.0,clean,automatic,1FMCU94188KA16855,4wd,SUV,silver,13.0,29600.0
13995,ford,f150,excellent,8 cylinders,gas,126143.0,clean,automatic,1FTRF14WX8KE91140,4wd,pickup,white,13.0,29500.0
13900,bmw,x3,good,6 cylinders,gas,128219.0,clean,automatic,5UXWX7C56DL979726,4wd,SUV,silver,8.0,47000.0
31990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,27426.0,clean,other,1C6RR7GG8JS247420,4wd,pickup,white,3.0,41000.0
54797,ford,f250superduty4x4,like new,8 cylinders,diesel,18377.0,clean,automatic,1FT7W2BT4KEG16421,4wd,truck,silver,2.0,55600.0
5912,buick,lesabre,excellent,6 cylinders,gas,140055.0,clean,automatic,1G4HR54K52U231081,fwd,sedan,white,19.0,30180.0
16000,volvo,v60,excellent,5 cylinders,gas,68396.0,clean,automatic,YV1612SC3F1198581,4wd,hatchback,blue,6.0,36400.0
27900,chevrolet,suburban,excellent,8 cylinders,gas,130654.0,clean,automatic,1GNSCHKC9GR300493,rwd,SUV,white,5.0,59500.0
47590,jaguar,ftype30340hp,good,6 cylinders,gas,17205.0,clean,other,SAJDD5EV6JCK51842,rwd,other,white,3.0,60900.0
20000,ford,f250superdutyxlt,like new,8 cylinders,diesel,233000.0,clean,automatic,1FT7X2AT4FEA63693,rwd,truck,white,6.0,44500.0
16990,honda,crosstourexlsport,good,6 cylinders,gas,76260.0,clean,other,5J6TF2H55CL008180,4wd,hatchback,white,9.0,33500.0
13990,subaru,xvcrosstrek20ipremium,excellent,4 cylinders,gas,79576.0,clean,automatic,JF2GPACCXE8219130,4wd,SUV,silver,7.0,23000.0
14999,subaru,xvcrosstrek20ipremium,excellent,4 cylinders,gas,141197.0,clean,manual,JF2GPACC9DG853078,4wd,SUV,silver,8.0,22795.0
36990,toyota,4runnersr5sportutility,good,6 cylinders,gas,21415.0,clean,other,JTEBU5JR4J5589139,4wd,other,silver,3.0,39200.0
49990,ford,superdutyf550drw,good,8 cylinders,diesel,152701.0,clean,automatic,1FD0X5HT6FEC65813,4wd,truck,white,6.0,55000.0
8950,nissan,sentrasv,excellent,4 cylinders,gas,103000.0,clean,automatic,3N1AB7AP6GY245505,fwd,sedan,blue,5.0,16990.0
10999,kia,optima,excellent,4 cylinders,gas,80363.0,clean,automatic,5XXGM4A7XEG350814,fwd,sedan,red,7.0,21800.0
8900,hyundai,genesis,good,8 cylinders,gas,137000.0,clean,automatic,KMHGC4DHXDU219412,rwd,sedan,custom,8.0,65000.0
9995,toyota,camryxle,excellent,4 cylinders,gas,86138.0,rebuilt,automatic,4T4BF1FK1CR273999,fwd,sedan,silver,9.0,23900.0
7999,dodge,grandcaravan,good,6 cylinders,gas,154191.0,clean,automatic,2C4RDGCG0ER227733,fwd,mini-van,blue,7.0,28500.0
17590,chrysler,300300csedan4d,good,6 cylinders,gas,91374.0,clean,other,2C3CCAEG8EH375707,rwd,sedan,white,7.0,39995.0
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,30237.0,clean,other,1G1YR3DW3B5102190,rwd,other,red,10.0,57000.0
11995,ford,escape,excellent,4 cylinders,gas,105000.0,clean,automatic,1FMCU9GX5GUC65486,4wd,SUV,white,5.0,28600.0
9995,chevrolet,cruzelt,like new,4 cylinders,gas,54830.0,clean,automatic,1G1PK5SB9E7387885,fwd,sedan,blue,7.0,19800.0
3550,subaru,forester25x,good,4 cylinders,gas,152256.0,clean,manual,JF1SG63623G738312,4wd,SUV,blue,18.0,20295.0
10595,ford,fusion,good,4 cylinders,gas,139619.0,clean,automatic,3FA6P0T9XFR192669,4wd,sedan,custom,6.0,23995.0
8998,kia,fortelx,good,4 cylinders,gas,130719.0,clean,automatic,3KPFL4A78HE012923,fwd,sedan,grey,4.0,18000.0
8495,nissan,maxima,good,6 cylinders,gas,80236.0,clean,automatic,1N4AA51E79C811899,fwd,other,grey,12.0,33990.0
16900,hyundai,elantra,excellent,4 cylinders,gas,30365.0,clean,automatic,5NPD84LF0KH423619,fwd,sedan,silver,2.0,22400.0
12995,honda,crvex,excellent,4 cylinders,gas,106216.0,clean,automatic,2HKRM4H56EH637195,4wd,SUV,brown,7.0,28995.0
6999,ford,explorer,excellent,6 cylinders,gas,164138.0,clean,automatic,1FMEU7DE3AUB03542,4wd,SUV,silver,11.0,33490.0
14995,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,ZFBCFXET2GP397285,fwd,SUV,white,5.0,25900.0
52990,ford,superdutyf550drw,good,8 cylinders,diesel,15886.0,clean,automatic,1FDUF5HT8EEB30478,4wd,truck,white,7.0,59500.0
6997,pontiac,solstice,excellent,4 cylinders,gas,131239.0,clean,manual,1G2MB33B06Y100589,rwd,convertible,black,15.0,26500.0
10994,audi,a6,excellent,6 cylinders,gas,122878.0,clean,automatic,WAUSG74F69N054413,4wd,sedan,grey,12.0,50300.0
31579,chevrolet,tahoe,excellent,8 cylinders,gas,96882.0,clean,automatic,1GNSCBKC0FR253169,rwd,SUV,black,6.0,48500.0
38990,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,20676.0,clean,other,1C4BJWFG3HL547853,4wd,other,red,4.0,40990.0
38900,toyota,4runner,excellent,6 cylinders,gas,73000.0,clean,automatic,JTEBU5JR4H5429529,4wd,SUV,grey,4.0,41600.0
23995,chevrolet,corvette,good,8 cylinders,gas,34600.0,clean,automatic,1G1YY32G435120326,rwd,convertible,black,18.0,47500.0
24995,chevrolet,silverado2500hdbuilt,good,8 cylinders,other,166280.0,clean,automatic,1GC2KUEG4FZ508511,4wd,pickup,white,6.0,38500.0
20295,nissan,pathfinder,excellent,6 cylinders,gas,80207.0,clean,automatic,5N1DR2MMXHC626581,4wd,SUV,blue,4.0,39500.0
6900,nissan,murano,excellent,6 cylinders,gas,115859.0,clean,automatic,JN8AZ18U29W001446,fwd,SUV,grey,12.0,29350.0
8999,dodge,dart,excellent,4 cylinders,gas,88689.0,clean,automatic,1C3CDFBA9DD333021,fwd,sedan,blue,8.0,19795.0
51990,chevrolet,corvettestingrayz51,good,8 cylinders,gas,7389.0,clean,other,1G1YH3D76F5119261,rwd,convertible,black,6.0,56900.0
26985,nissan,rogue,excellent,4 cylinders,gas,34133.0,clean,automatic,5N1AT2MV0LC702878,4wd,SUV,silver,1.0,31700.0
38990,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,20676.0,clean,other,1C4BJWFG3HL547853,4wd,other,red,4.0,42900.0
37900,bmw,m4,good,6 cylinders,gas,75714.0,clean,automatic,WBS3R9C51FK329956,rwd,coupe,white,6.0,64800.0
9550,gmc,acadiasle2awd,like new,6 cylinders,gas,124199.0,clean,automatic,1GKKVPED5CJ186247,4wd,SUV,red,9.0,39805.0
10200,toyota,corollasplus,excellent,4 cylinders,gas,87500.0,clean,automatic,5YFBURHE1EP117472,fwd,sedan,black,7.0,18300.0
39990,chevrolet,corvettegrandsport,good,8 cylinders,gas,10862.0,clean,other,1G1YW3DW9B5104549,rwd,convertible,yellow,10.0,58300.0
34990,ram,1500crewcabtradesman,good,8 cylinders,gas,30026.0,clean,other,1C6RR7KT9HS706047,4wd,pickup,black,4.0,42100.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,55000.0
19990,lexus,gs350sedan4d,good,6 cylinders,gas,98917.0,clean,other,JTHBE1BL7D5000897,rwd,sedan,white,8.0,48500.0
33990,dodge,challengerrtscatpack,good,8 cylinders,gas,34020.0,clean,other,2C3CDZFJ6HH655846,rwd,coupe,orange,4.0,41300.0
14985,hyundai,santafesport,excellent,4 cylinders,gas,101000.0,clean,automatic,5XYZUDLB6EG167058,4wd,SUV,black,7.0,31900.0
22950,ford,f350superdutylariat,excellent,8 cylinders,diesel,95190.0,clean,automatic,1FTWW31PX6EA34884,4wd,truck,grey,15.0,41000.0
31995,toyota,tacomalimitedv6,excellent,6 cylinders,gas,92008.0,clean,automatic,3TMGZ5AN8GM024243,4wd,truck,silver,5.0,38500.0
6995,ford,explorer,excellent,6 cylinders,gas,96802.0,clean,automatic,1FMEU73E76UA37554,4wd,SUV,red,15.0,29995.0
13450,bmw,x3,excellent,4 cylinders,gas,80000.0,clean,automatic,5UXWX9C53D0A25094,4wd,SUV,silver,8.0,46300.0
8995,chevrolet,sonic,excellent,4 cylinders,gas,64891.0,clean,manual,1G1JB6SH2G4114517,fwd,hatchback,grey,5.0,15000.0
23990,toyota,4runnersr5sportutility,good,6 cylinders,gas,94817.0,clean,other,JTEBU5JR7B5075190,4wd,SUV,silver,10.0,33800.0
8499,kia,sorento,excellent,4 cylinders,gas,124144.0,clean,automatic,5XYKT3A15BG085603,fwd,SUV,black,10.0,22700.0
15995,toyota,camryse,like new,4 cylinders,gas,61500.0,clean,automatic,4T1BF1FK1HU707842,fwd,sedan,black,4.0,23600.0
7500,ford,escape,excellent,6 cylinders,gas,127515.0,clean,automatic,1FMCU9EG9BKC63196,4wd,SUV,white,10.0,29000.0
12995,honda,accordcrosstour,excellent,6 cylinders,gas,56405.0,clean,automatic,5J6TF2H58BL007989,4wd,wagon,silver,10.0,31900.0
6450,ford,focustitaniumhatchback4d,good,4 cylinders,gas,141373.0,clean,automatic,1FAHP3N28CL257880,fwd,hatchback,silver,9.0,21500.0
30990,chevrolet,suburban1500ltz,good,8 cylinders,other,87922.0,clean,other,1GNSKKE74ER102173,4wd,other,white,7.0,59000.0
7300,acura,mdx,excellent,6 cylinders,gas,164050.0,clean,automatic,2HNYD28318H507749,4wd,SUV,white,13.0,43600.0
34999,jeep,wranglerjkunlimited,excellent,6 cylinders,gas,42802.0,clean,automatic,1C4BJWDG0JL808252,4wd,SUV,blue,3.0,35300.0
3500,chevrolet,impala,excellent,6 cylinders,gas,189681.0,clean,automatic,2G1WC581369329746,fwd,sedan,silver,15.0,23775.0
20588,jeep,wranglerunlimited,excellent,6 cylinders,gas,80097.0,clean,other,1J4BA3H10AL220432,4wd,SUV,green,11.0,29500.0
10997,chevrolet,expressg3500,excellent,8 cylinders,gas,175606.0,clean,automatic,1GAZGZFG3C1142328,rwd,mini-van,white,9.0,36000.0
8950,honda,civic,good,4 cylinders,gas,86119.0,clean,automatic,2HGFB2F59CH564167,fwd,sedan,black,9.0,19430.0
18999,infiniti,qx60premiumawd,like new,6 cylinders,gas,89600.0,clean,automatic,5N1AL0MM2EC505662,4wd,SUV,black,7.0,44900.0
15900,audi,a4,good,4 cylinders,gas,70661.0,clean,automatic,WAUFFAFL4EN038581,4wd,sedan,black,7.0,40000.0
13300,ford,escapetitaniumawd,excellent,4 cylinders,gas,95000.0,clean,automatic,1FMCU9J97DUA22283,4wd,SUV,red,8.0,30700.0
9800,ford,flexsel,excellent,6 cylinders,gas,116000.0,clean,automatic,2FMGK5CC6ABB18285,fwd,hatchback,silver,11.0,31400.0
15995,kia,soul,excellent,4 cylinders,gas,39130.0,clean,automatic,KNDJP3A55J7605930,fwd,sedan,grey,3.0,22000.0
41500,toyota,tundralimited4x4,like new,8 cylinders,gas,24500.0,clean,automatic,5TFBY5F19JX710196,4wd,pickup,silver,3.0,48500.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0,42000.0
9999,ford,excursion,excellent,8 cylinders,gas,139263.0,clean,automatic,1FMNU42L21EC12696,rwd,SUV,green,20.0,40830.0
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0,43000.0
40590,ford,f250superdutyregularcab,good,8 cylinders,other,9313.0,clean,other,1FTBF2B65KEC91136,4wd,pickup,white,2.0,46400.0
32388,ram,1500outdoorsman,good,8 cylinders,gas,63428.0,clean,automatic,1C6RR7TT7HS787774,4wd,pickup,white,4.0,38600.0
13497,ford,f150xltsupercrew4wd,excellent,8 cylinders,gas,126647.0,clean,automatic,1FTPW14588KE06598,4wd,pickup,green,13.0,34400.0
6998,ford,focus,excellent,4 cylinders,gas,139011.0,clean,automatic,1FAHP35N99W149043,fwd,sedan,blue,12.0,18500.0
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0,39600.0
20995,volkswagen,golf,excellent,4 cylinders,gas,3097.0,clean,automatic,3VWG57AU3KM010478,fwd,hatchback,silver,2.0,24000.0
48900,ford,f150lariat,excellent,8 cylinders,gas,30635.0,clean,automatic,1FTEW1E57JFB64777,4wd,truck,white,3.0,50300.0
10450,subaru,imprezapremiumwagon,excellent,4 cylinders,gas,98749.0,clean,automatic,JF1GPAC64DH853113,4wd,wagon,grey,8.0,22145.0
33900,ford,edge,excellent,4 cylinders,gas,18312.0,clean,automatic,2FMPK4K97LBA71805,4wd,SUV,silver,1.0,39500.0
43900,ford,f5500sd,excellent,8 cylinders,diesel,100240.0,clean,automatic,1FDAF5HR3AEB43396,4wd,truck,white,11.0,54000.0
29990,nissan,frontiercrewcabpro4x,good,6 cylinders,gas,24661.0,clean,automatic,1N6AD0EV9GN771399,4wd,pickup,white,5.0,33000.0
17500,toyota,tundra4wdtruck,good,8 cylinders,gas,201000.0,clean,automatic,5TFUW5F17AX147521,4wd,pickup,black,11.0,39500.0
14999,volvo,v60t5premier,excellent,4 cylinders,gas,82000.0,clean,automatic,YV140MEKXG1300985,fwd,wagon,grey,5.0,40500.0
38590,lincoln,continentalsedan4d,good,6 cylinders,gas,1772.0,clean,other,1LN6L9UK4L5602632,fwd,sedan,black,1.0,51665.0
21995,jeep,wrangler,excellent,6 cylinders,gas,106377.0,clean,automatic,1C4AJWAG0EL245211,4wd,SUV,white,7.0,26500.0
18495,cadillac,ctsluxury,like new,4 cylinders,gas,60379.0,clean,automatic,1G6AR5SX0E0167972,rwd,sedan,brown,7.0,50000.0
10800,subaru,forester,excellent,4 cylinders,gas,155976.0,clean,automatic,JF2SJAKC9FH417762,4wd,wagon,white,6.0,30300.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,55995.0
45999,chevrolet,silverado2500hd,excellent,8 cylinders,diesel,124497.0,clean,automatic,1GC1KXC84EF172738,4wd,pickup,white,7.0,57000.0
7999,subaru,outback,excellent,4 cylinders,gas,163118.0,clean,automatic,4S4BRBJC8B3354437,4wd,wagon,blue,10.0,30000.0
22900,jeep,grandcherokee,excellent,6 cylinders,gas,72000.0,clean,automatic,1C4RJFAG2GC365601,4wd,SUV,grey,5.0,35700.0
13995,honda,element,excellent,4 cylinders,gas,116405.0,clean,automatic,5J6YH28674L036380,4wd,SUV,silver,17.0,24500.0
35950,chevrolet,silverado2500hd,excellent,8 cylinders,gas,106874.0,clean,automatic,1GC1KUEG3JF254344,4wd,truck,silver,3.0,41800.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0,38500.0
8450,ford,fusion,excellent,4 cylinders,gas,163940.0,clean,automatic,3FA6P0HR8DR275586,fwd,sedan,grey,8.0,22700.0
11999,subaru,outback,excellent,6 cylinders,gas,134915.0,clean,automatic,4S4BRDKC6B2312663,4wd,wagon,blue,10.0,31800.0
42279,ford,f350sd,excellent,8 cylinders,diesel,120800.0,clean,automatic,1FT8W3BT9DEB83692,4wd,truck,custom,8.0,49000.0
8900,honda,civicsdn,excellent,4 cylinders,gas,103255.0,clean,automatic,19XFB2F56DE034637,fwd,sedan,brown,8.0,19500.0
15995,toyota,tundra,excellent,8 cylinders,gas,142489.0,clean,automatic,5TBDT48116S504875,4wd,pickup,white,15.0,38000.0
27900,ford,f150xlt,good,6 cylinders,other,127740.0,clean,other,1FTEW1C87FKD03253,rwd,pickup,white,6.0,29200.0
25995,mazda,cx5,like new,4 cylinders,gas,30040.0,clean,automatic,JM3KFBDL0H0217350,4wd,SUV,red,4.0,33500.0
19588,nissan,roguesv,good,4 cylinders,gas,62247.0,clean,automatic,KNMAT2MT4KP516531,fwd,other,white,2.0,25990.0
18995,chevrolet,equinoxlt,excellent,4 cylinders,gas,78380.0,clean,automatic,2GNALPEK5D6120329,fwd,other,custom,8.0,26700.0
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,32086.0,clean,automatic,1G1YW3DW4C5101754,rwd,convertible,white,9.0,56700.0
44590,toyota,tundracrewmaxlimited,good,8 cylinders,other,40526.0,clean,other,5TFHW5F15JX683272,4wd,pickup,black,3.0,48500.0
7850,hyundai,elantra,good,4 cylinders,gas,133123.0,clean,automatic,5NPDH4AE7DH245544,fwd,sedan,custom,8.0,19750.0
3500,ford,focusselsedan,good,4 cylinders,gas,118882.0,clean,automatic,1FAHP3H21CL307241,fwd,sedan,blue,9.0,19445.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0,38800.0
10999,volkswagen,jettasedan,excellent,4 cylinders,gas,93070.0,clean,automatic,3VWD17AJ1FM351954,fwd,sedan,black,6.0,22300.0
23900,rover,discoverysport,excellent,4 cylinders,gas,60412.0,clean,automatic,SALCR2BG3GH553173,4wd,SUV,black,5.0,42900.0
28990,bmw,m3convertible2d,good,8 cylinders,gas,70703.0,clean,other,WBSDX9C57CE785089,rwd,other,silver,9.0,50000.0
7495,ford,focus,excellent,4 cylinders,gas,85431.0,clean,automatic,1FADP3K27EL313930,fwd,hatchback,silver,7.0,19940.0
17490,toyota,rav4,excellent,4 cylinders,gas,44779.0,clean,automatic,2T3DFREVXDW076271,4wd,SUV,silver,8.0,29600.0
26995,subaru,crosstreklimited,excellent,4 cylinders,gas,45825.0,clean,automatic,JF2GTANCXKH292437,4wd,wagon,black,2.0,30500.0
17900,mercedes-benz,claclass,excellent,4 cylinders,gas,0.0,clean,automatic,WDDSJ4EB0FN250203,fwd,sedan,black,6.0,31900.0
33590,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,30802.0,clean,other,1C4BJWFG6EL322192,4wd,SUV,silver,7.0,35900.0
12995,dodge,dakotaslt,like new,8 cylinders,gas,90129.0,clean,automatic,1D7HW48P77S144630,4wd,truck,grey,14.0,26000.0
11550,ford,transitconnect,excellent,4 cylinders,gas,68967.0,clean,automatic,NM0LS6BNXDT146944,fwd,van,white,8.0,23800.0
32353,ford,f150supercrew,excellent,6 cylinders,gas,69813.0,clean,automatic,1FTFW1EG4FFC39254,4wd,pickup,white,6.0,38500.0
8995,hyundai,sonata,good,4 cylinders,gas,75000.0,clean,automatic,5NPEB4AC8BH066706,fwd,sedan,blue,10.0,21850.0
15499,toyota,corollaim,excellent,4 cylinders,gas,40113.0,clean,automatic,JTNKARJE4JJ555254,fwd,hatchback,yellow,3.0,19995.0
26250,jeep,grandcherokeeoverland,like new,6 cylinders,gas,72433.0,clean,automatic,1C4RJECG8HC757023,rwd,SUV,black,4.0,46995.0
6950,buick,lacrosse,good,6 cylinders,gas,81023.0,clean,automatic,2G4WD582981268820,fwd,other,blue,13.0,29500.0
7500,chevrolet,sonic,excellent,4 cylinders,gas,42000.0,clean,automatic,1G1JA6SHXF4172778,fwd,hatchback,white,6.0,14500.0
23590,chevrolet,camarosscoupe2d,good,8 cylinders,gas,50570.0,clean,other,2G1FT1EW1A9116327,rwd,coupe,silver,11.0,38000.0
16990,cadillac,escaladeesv,good,8 cylinders,gas,157280.0,clean,automatic,1GYUKJEF3AR159522,4wd,SUV,silver,11.0,72500.0
20590,chrysler,300limitedsedan4d,good,6 cylinders,gas,71021.0,clean,other,2C3CCAEG6JH123125,rwd,sedan,black,3.0,36795.0
44900,ford,f350superduty,excellent,8 cylinders,diesel,118777.0,clean,automatic,1FT8W3BT8CEB47152,4wd,truck,silver,9.0,48740.0
21995,ford,f150xlt,like new,8 cylinders,gas,31501.0,clean,automatic,1FTFW1CF9BFC69483,rwd,truck,red,10.0,32100.0
11597,lexus,ct200h,excellent,4 cylinders,hybrid,125270.0,clean,automatic,JTHKD5BH5E2192779,fwd,sedan,white,7.0,30750.0
11250,kia,soul,excellent,4 cylinders,gas,61235.0,clean,manual,KNDJN2A25G7855070,fwd,wagon,silver,5.0,21500.0
13999,ford,escape,excellent,4 cylinders,gas,93894.0,clean,automatic,1FMCU9JX4EUC50967,4wd,SUV,blue,7.0,31900.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0,44500.0
39950,ford,f250,excellent,8 cylinders,diesel,115592.0,clean,automatic,1FT7W2BT7BEB12929,4wd,truck,white,10.0,46800.0
7500,infiniti,ex35,excellent,6 cylinders,gas,204764.0,clean,automatic,JN1AJ0HR4AM751670,4wd,SUV,white,11.0,38500.0
5200,hyundai,santafelimited,good,6 cylinders,gas,262000.0,clean,automatic,5NMSKDAG8AH342111,4wd,SUV,black,11.0,30500.0
20981,mercedes-benz,glaclass,excellent,4 cylinders,gas,74958.0,clean,automatic,WDCTG4GB3FJ081967,4wd,SUV,black,6.0,35100.0
39995,rover,sport,excellent,6 cylinders,diesel,77422.0,clean,automatic,SALWR2KF7GA548149,4wd,SUV,black,5.0,84000.0
27995,chevrolet,coloradocrewcabz71,like new,6 cylinders,gas,59003.0,clean,automatic,1GCGTCE31F1274739,4wd,truck,red,6.0,35900.0
13950,ford,transitconnect,excellent,4 cylinders,gas,113358.0,clean,automatic,NM0LS7DN8DT131992,fwd,van,silver,8.0,23900.0
4995,chevrolet,cruze,good,4 cylinders,gas,149127.0,clean,manual,1G1PK5SC6C7185043,fwd,sedan,red,9.0,19100.0
4400,mazda,mazda3,good,4 cylinders,gas,162700.0,clean,automatic,JM1BL1UF5B1399618,fwd,sedan,black,10.0,19400.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0,42900.0
29990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,9.0,30700.0
35990,dodge,challengerrtcoupe2d,good,8 cylinders,gas,6933.0,clean,other,2C3CDZBT0LH119099,rwd,coupe,white,1.0,38500.0
39488,ford,superdutyf350srw,good,8 cylinders,diesel,79138.0,clean,automatic,1FT8W3BT2FEC23260,4wd,truck,white,6.0,60900.0
6995,chevrolet,impala,good,6 cylinders,gas,44390.0,clean,automatic,2G1WC581669142212,fwd,sedan,grey,15.0,25000.0
37999,gmc,sierra2500hd,excellent,8 cylinders,gas,68300.0,clean,automatic,1GT22SEG4JZ139405,4wd,truck,silver,3.0,57800.0
43900,ford,superdutyf250srw,excellent,8 cylinders,diesel,118000.0,clean,automatic,1FT7W2BT3GEA11393,4wd,truck,black,5.0,59000.0
35590,ford,mustangboss302coupe2d,good,8 cylinders,gas,33692.0,clean,other,1ZVBP8CU8D5249606,rwd,coupe,white,8.0,36500.0
8499,chevrolet,impala,good,6 cylinders,gas,116251.0,clean,automatic,2G1WA5E39E1158784,fwd,sedan,black,7.0,27000.0
40990,infiniti,qx80signaturesport,good,8 cylinders,gas,47418.0,clean,automatic,JN8AZ2NE8H9158026,4wd,other,blue,4.0,65650.0
25900,bmw,x4,excellent,6 cylinders,gas,123096.0,clean,automatic,5UXXW7C50H0U24964,4wd,wagon,blue,4.0,59500.0
9480,honda,odyssey,excellent,6 cylinders,gas,133886.0,clean,automatic,5FNRL3H70AB015893,fwd,mini-van,grey,11.0,31900.0
16850,chevrolet,avalanche,excellent,8 cylinders,gas,137054.0,clean,automatic,3GNVKFE08AG227663,4wd,pickup,black,11.0,38800.0
18995,lexus,gx4704wd,excellent,8 cylinders,gas,149951.0,clean,automatic,JTJBT20X180158526,4wd,SUV,white,13.0,55800.0
16995,toyota,prius,like new,4 cylinders,hybrid,26654.0,clean,automatic,JTDKN3DU8D1622029,fwd,hatchback,blue,8.0,24000.0
3450,toyota,prius,good,4 cylinders,hybrid,196000.0,clean,automatic,JTDKB20U867061727,fwd,hatchback,red,15.0,23200.0
17995,ford,transit,good,6 cylinders,gas,128480.0,clean,automatic,1FTYE1YG4GKA20391,rwd,van,white,5.0,31500.0
30901,gmc,sierra1500,excellent,8 cylinders,gas,80156.0,clean,automatic,3GTU2LEC8GG233100,4wd,truck,white,5.0,41000.0
6908,chevrolet,impalaltz,excellent,6 cylinders,gas,133999.0,clean,automatic,2G1WU583781233618,fwd,sedan,grey,13.0,30900.0
48900,ford,superdutyf250srw,excellent,8 cylinders,diesel,134000.0,clean,automatic,1FT7W2BT4FEA02443,4wd,truck,white,6.0,52700.0
13990,chevrolet,tahoe,good,8 cylinders,gas,177097.0,clean,automatic,1GNSKBE09DR352364,4wd,SUV,custom,8.0,42310.0
